nomination_id,url,Congress,name,organization,Description,date_received,Committee,date_last_action,Latest Action,last_action,congress,residence,role
PN1646,https://www.congress.gov/nomination/107th-congress/1646,107th Congress (2001-2002),James E. McMahon,Department of Justice,"James E. McMahon, of South Dakota, to be United States Attorney for the District of South Dakota for the term of four years, vice Karen Elizabeth Schreier, resigned.",2002-04-16,Judiciary,2002-05-07,Confirmed by the Senate by Voice Vote.,confirmed,107,South Dakota,United States Attorney
PN1640,https://www.congress.gov/nomination/107th-congress/1640,107th Congress (2001-2002),Marcos D. Jimenez,Department of Justice,"Marcos D. Jimenez, of Florida, to be United States Attorney for the Southern District of Florida for the term of four years, vice Thomas E. Scott, resigned.",2002-04-15,Judiciary,2002-07-29,Confirmed by the Senate by Voice Vote.,confirmed,107,Florida,United States Attorney
PN1639,https://www.congress.gov/nomination/107th-congress/1639,107th Congress (2001-2002),David B. Rivkin Jr.,Department of Justice,"David B. Rivkin, Jr., of Virginia, to be a Member of the Foreign Claims Settlement Commission of the United States for the term expiring September 30, 2004, vice Laramie Faith McNamara.",2002-04-12,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Virginia,Member
PN1638,https://www.congress.gov/nomination/107th-congress/1638,107th Congress (2001-2002),Jeremy H.G. Ibrahim,Department of Justice,"Jeremy H.G. Ibrahim, of Pennsylvania, to be a Member of the Foreign Claims Settlement Commission of the United States for the term expiring September 30, 2005.  (Reappointment)",2002-04-12,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Pennsylvania,Member
PN1637,https://www.congress.gov/nomination/107th-congress/1637,107th Congress (2001-2002),Jeremy H.G. Ibrahim,Department of Justice,"Jeremy H.G. Ibrahim, of Pennsylvania, to be a Member of the Foreign Claims Settlement Commission of the United States for the term expiring September 30, 2002, vice Richard Thomas White, term expired.",2002-04-12,Judiciary,2002-11-20,"Returned to the President under the provisions of Senate Rule XXXI, paragraph 6 of the Standing Rules of the Senate.",returned,107,Pennsylvania,Member
PN1633,https://www.congress.gov/nomination/107th-congress/1633,107th Congress (2001-2002),Jan Paul Miller,Department of Justice,"Jan Paul Miller, of Illinois, to be United States Attorney for the Central District of Illinois for the term of four years, vice Frances Cuthbert Hulin, resigned.",2002-04-11,Judiciary,2002-05-07,Confirmed by the Senate by Voice Vote.,confirmed,107,Illinois,United States Attorney
PN1632,https://www.congress.gov/nomination/107th-congress/1632,107th Congress (2001-2002),Steven M. Biskupic,Department of Justice,"Steven M. Biskupic, of Wisconsin, to be United States Attorney for the Eastern District of Wisconsin for the term of four years, vice Thomas Paul Schneider, resigned.",2002-04-11,Judiciary,2002-05-07,Confirmed by the Senate by Voice Vote.,confirmed,107,Wisconsin,United States Attorney
PN1615,https://www.congress.gov/nomination/107th-congress/1615,107th Congress (2001-2002),Theresa A. Merrow,Department of Justice,"Theresa A. Merrow, of Georgia, to be United States Marshal for the Middle District of Georgia for the term of four years, vice Lawson Cary Bittick, term expired.",2002-04-09,Judiciary,2002-07-26,Confirmed by the Senate by Voice Vote.,confirmed,107,Georgia,United States Marshal
PN1614,https://www.congress.gov/nomination/107th-congress/1614,107th Congress (2001-2002),Walter Robert Bradley,Department of Justice,"Walter Robert Bradley, of Kansas, to be United States Marshal for the District of Kansas for the term of four years, vice Richard Rand Rock II, term expired.",2002-04-09,Judiciary,2002-05-07,Confirmed by the Senate by Voice Vote.,confirmed,107,Kansas,United States Marshal
PN1613,https://www.congress.gov/nomination/107th-congress/1613,107th Congress (2001-2002),Ray Elmer Carnahan,Department of Justice,"Ray Elmer Carnahan, of Arkansas, to be United States Marshal for the Eastern District of Arkansas for the term of four years, vice Conrad S. Pattillo, term expired.",2002-04-09,Judiciary,2002-07-26,Confirmed by the Senate by Voice Vote.,confirmed,107,Arkansas,United States Marshal
PN1595,https://www.congress.gov/nomination/107th-congress/1595,107th Congress (2001-2002),Frank DeArmon Whitney,Department of Justice,"Frank DeArmon Whitney, of North Carolina, to be United States Attorney for the Eastern District of North Carolina for a term of four years, vice Janice McKenzie Cole, resigned.",2002-03-22,Judiciary,2002-04-22,Confirmed by the Senate by Voice Vote.,confirmed,107,North Carolina,United States Attorney
PN1594,https://www.congress.gov/nomination/107th-congress/1594,107th Congress (2001-2002),Debra W. Yang,Department of Justice,"Debra W. Yang, of California, to be United States Attorney for the Central District of California for a term of four years, vice Alejandro N. Mayorkas, resigned.",2002-03-22,Judiciary,2002-04-22,Confirmed by the Senate by Voice Vote.,confirmed,107,California,United States Attorney
PN1578,https://www.congress.gov/nomination/107th-congress/1578,107th Congress (2001-2002),Ronald Henderson,Department of Justice,"Ronald Henderson, of Missouri, to be United States Marshal for the Eastern District of Missouri for the term of four years, vice Floyd A. Kimbrough, resigned.",2002-03-21,Judiciary,2002-04-26,Confirmed by the Senate by Voice Vote.,confirmed,107,Missouri,United States Marshal
PN1577,https://www.congress.gov/nomination/107th-congress/1577,107th Congress (2001-2002),Timothy J. Savage,The Judiciary,"Timothy J. Savage, of Pennsylvania, to be United States District Judge for the Eastern District of Pennsylvania, vice Edward N. Cahn, retired.",2002-03-21,Judiciary,2002-08-01,Confirmed by the Senate by Voice Vote.,confirmed,107,Pennsylvania,United States District Judge
PN1576,https://www.congress.gov/nomination/107th-congress/1576,107th Congress (2001-2002),David S. Cercone,The Judiciary,"David S. Cercone, of Pennsylvania, to be United States District Judge for the Western District of Pennsylvania, vice Donald J. Lee, retired.",2002-03-21,Judiciary,2002-08-01,Confirmed by the Senate by Voice Vote.,confirmed,107,Pennsylvania,United States District Judge
PN1575,https://www.congress.gov/nomination/107th-congress/1575,107th Congress (2001-2002),Richard E. Dorr,The Judiciary,"Richard E. Dorr, of Missouri, to be United States District Judge for the Western District of Missouri, vice D. Brook Bartlett, deceased.",2002-03-21,Judiciary,2002-08-01,Confirmed by the Senate by Voice Vote.,confirmed,107,Missouri,United States District Judge
PN1574,https://www.congress.gov/nomination/107th-congress/1574,107th Congress (2001-2002),Henry E. Autrey,The Judiciary,"Henry E. Autrey, of Missouri, to be United States District Judge for the Eastern District of Missouri, vice George F. Gunn, Jr., retired.",2002-03-21,Judiciary,2002-08-01,Confirmed by the Senate by Yea-Nay Vote. 98 - 0. Record Vote Number: 205.,confirmed,107,Missouri,United States District Judge
PN1573,https://www.congress.gov/nomination/107th-congress/1573,107th Congress (2001-2002),Amy J. St. Eve,The Judiciary,"Amy J. St. Eve, of Illinois, to be United States District Judge for the Northern District of Illinois, vice George W. Lindberg, retired.",2002-03-21,Judiciary,2002-08-01,Confirmed by the Senate by Voice Vote.,confirmed,107,Illinois,United States District Judge
PN1572,https://www.congress.gov/nomination/107th-congress/1572,107th Congress (2001-2002),Morrison C. England Jr.,The Judiciary,"Morrison C. England, Jr., of California, to be United States District Judge for the Eastern District of California, vice Lawrence K. Karlton, retired.",2002-03-21,Judiciary,2002-08-01,Confirmed by the Senate by Voice Vote.,confirmed,107,California,United States District Judge
PN1523,https://www.congress.gov/nomination/107th-congress/1523,107th Congress (2001-2002),William P. Kruziki,Department of Justice,"William P. Kruziki, of Wisconsin, to be United States Marshal for the Eastern District of Wisconsin for the term of four years, vice Nannette Holly Hegerty, term expired.",2002-03-13,Judiciary,2002-05-07,Confirmed by the Senate by Voice Vote.,confirmed,107,Wisconsin,United States Marshal
PN1522,https://www.congress.gov/nomination/107th-congress/1522,107th Congress (2001-2002),John Lee Moore,Department of Justice,"John Lee Moore, of Texas, to be United States Marshal for the Eastern District of Texas for the term of four years, vice Norris Batiste, Jr., term expired.",2002-03-13,Judiciary,2002-04-26,Confirmed by the Senate by Voice Vote.,confirmed,107,Texas,United States Marshal
PN1521,https://www.congress.gov/nomination/107th-congress/1521,107th Congress (2001-2002),Gorden Edward Eden Jr.,Department of Justice,"Gorden Edward Eden, Jr., of New Mexico, to be United States Marshal for the District of New Mexico for the term of four years, vice John Steven Sanchez, term expired.",2002-03-13,Judiciary,2002-04-26,Confirmed by the Senate by Voice Vote.,confirmed,107,New Mexico,United States Marshal
PN1520,https://www.congress.gov/nomination/107th-congress/1520,107th Congress (2001-2002),Charles M. Sheer,Department of Justice,"Charles M. Sheer, of Missouri, to be United States Marshal for the Western District of Missouri for the term of four years, vice Robert Bradford English, term expired.",2002-03-13,Judiciary,2002-04-26,Confirmed by the Senate by Voice Vote.,confirmed,107,Missouri,United States Marshal
PN1519,https://www.congress.gov/nomination/107th-congress/1519,107th Congress (2001-2002),Edward Zahren,Department of Justice,"Edward Zahren, of Colorado, to be United States Marshal for the District of Colorado for the term of four years, vice Ernestine Rowe, term expired.",2002-03-13,Judiciary,2002-04-26,Confirmed by the Senate by Voice Vote.,confirmed,107,Colorado,United States Marshal
PN1518,https://www.congress.gov/nomination/107th-congress/1518,107th Congress (2001-2002),David Phillip Gonzales,Department of Justice,"David Phillip Gonzales, of Arizona, to be United States Marshal for the District of Arizona for the term of four years, vice Alfred E. Madrid, term expired.",2002-03-13,Judiciary,2002-04-26,Confirmed by the Senate by Voice Vote.,confirmed,107,Arizona,United States Marshal
PN1491,https://www.congress.gov/nomination/107th-congress/1491,107th Congress (2001-2002),Peter A. Lawrence,Department of Justice,"Peter A. Lawrence, of New York, to be United States Marshal for the Western District of New York for the term of four years, vice John Patrick McCaffrey, term expired.",2002-03-06,Judiciary,2002-08-01,Confirmed by the Senate by Voice Vote.,confirmed,107,New York,United States Marshal
PN1487,https://www.congress.gov/nomination/107th-congress/1487,107th Congress (2001-2002),Kim Richard Widup,Department of Justice,"Kim Richard Widup, of Illinois, to be United States Marshal for the Northern District of Illinois for the term of four years, vice James L. Whigham.",2002-03-04,Judiciary,2002-03-18,Confirmed by the Senate by Voice Vote.,confirmed,107,Illinois,United States Marshal
PN1486,https://www.congress.gov/nomination/107th-congress/1486,107th Congress (2001-2002),Don Slazinik,Department of Justice,"Don Slazinik, of Illinois, to be United States Marshal for the Southern District of Illinois for the term of four years, vice Terrence Edward Delaney, term expired.",2002-03-04,Judiciary,2002-03-18,Confirmed by the Senate by Voice Vote.,confirmed,107,Illinois,United States Marshal
PN1485,https://www.congress.gov/nomination/107th-congress/1485,107th Congress (2001-2002),John Edward Quinn,Department of Justice,"John Edward Quinn, of Iowa, to be United States Marshal for the Northern District of Iowa for the term of four years, vice Dennis H. Blome, term expired.",2002-03-04,Judiciary,2002-04-26,Confirmed by the Senate by Voice Vote.,confirmed,107,Iowa,United States Marshal
PN1484,https://www.congress.gov/nomination/107th-congress/1484,107th Congress (2001-2002),Patrick E. McDonald,Department of Justice,"Patrick E. McDonald, of Idaho, to be United States Marshal for the District of Idaho for the term of four years, vice James Howard Benham, term expired.",2002-03-04,Judiciary,2002-04-12,Confirmed by the Senate by Voice Vote.,confirmed,107,Idaho,United States Marshal
